"","brand","product","name","specific","lightness","hex","lightToDark","numbers","id"
"1904","Origins","Pretty in Bloom™ SPF 20 Flower-Infused Long-Wear Foundation",NA,"110",0.805882352941176,"#EBCEB0",TRUE,110,102
"1905","L'Oréal","Infallible Pro-Matte Liquid Longwear Foundation","Soft Sable","111",0.403921568627451,"#B0651E",TRUE,111,90
"1906","Dose Of Colors","Meet Your Hue Foundation","Light","111",0.764705882352941,"#EAC59C",TRUE,111,103
"1907","Clinique","Stay Matte Oil-Free Makeup","Ginger","WN 112",0.505882352941176,"#BF7B43",NA,112,NA
"1908","Clinique","Beyond Perfecting Foundation + Concealer","Ginger","WN 112",0.505882352941176,"#BF7B43",NA,112,NA
"1909","Maybelline","Fit Me Matte + Poreless Liquid Foundation","Natural Ivory","112",0.9,"#F6E2D5",TRUE,112,104
"1910","L'Oréal","Infallible Pro-Matte Liquid Longwear Foundation","Cocoa","112",0.307843137254902,"#884115",TRUE,112,90
"1911","Clinique","Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15","Ginger","WN 112",0.468627450980392,"#C1772E",NA,112,NA
"1912","Maybelline","Super Stay Full Coverage Foundation","Natural Ivory","112",0.774509803921569,"#DEC6AD",TRUE,112,105
"1913","Dose Of Colors","Meet Your Hue Foundation","Light","112",0.782352941176471,"#F2C99D",TRUE,112,103
"1914","L'Oréal","Infallible Pro-Matte Liquid Longwear Foundation","Brown Suede","113",0.42156862745098,"#8E6149",TRUE,113,90
"1915","Dose Of Colors","Meet Your Hue Foundation","Light","113",0.764705882352941,"#F0C596",TRUE,113,103
"1916","Koh Gen Do","Aqua Foundation",NA,"113",0.813725490196078,"#E6CFB9",TRUE,113,63
"1917","Clinique","Even Better Refresh™ Hydrating and Repairing Foundation","Sepia","CN 113",0.547058823529412,"#C57E52",NA,113,NA
"1918","Clinique","Stay Matte Oil-Free Makeup","Golden","WN 114",0.472549019607843,"#B3743E",NA,114,NA
"1919","Clinique","Beyond Perfecting Foundation + Concealer","Golden","WN 114",0.472549019607843,"#B3743E",NA,114,NA
"1920","L'Oréal","Infallible Pro-Matte Liquid Longwear Foundation","Rich Chocolate","114",0.313725490196078,"#6F4A31",TRUE,114,90
"1921","Clinique","Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15","Golden","WN 114",0.472549019607843,"#AF7342",NA,114,NA
"1922","Dose Of Colors","Meet Your Hue Foundation","Light","114",0.76078431372549,"#F0BE94",TRUE,114,103
"1923","Clinique","Even Better Refresh™ Hydrating and Repairing Foundation","Golden","WN 114",0.458823529411765,"#AE703C",NA,114,NA
"1924","KVD Vegan Beauty","Lock-It Powder Foundation","Fair","115",0.792156862745098,"#DAC5BA",TRUE,115,108
"1925","KVD Vegan Beauty","Lock-It Powder Foundation Refills","Fair","115",0.790196078431373,"#DAC4B9",TRUE,115,109
"1926","Maybelline","Fit Me Matte + Poreless Liquid Foundation","Ivory","115",0.847058823529412,"#F8D3B8",TRUE,115,104
"1927","L'Oréal","Infallible Pro-Matte Liquid Longwear Foundation","Rich Ebony","115",0.233333333333333,"#552F22",TRUE,115,90
"1928","Maybelline","Super Stay Full Coverage Foundation","Ivory","115",0.780392156862745,"#E5C3A9",TRUE,115,105
"1929","Dose Of Colors","Meet Your Hue Foundation","Light Medium","115",0.729411764705882,"#E8BE8C",TRUE,115,103
"1930","Bite Beauty","Changemaker Supercharged Micellar Foundation",NA,"T115",0.611764705882353,"#C9896F",TRUE,115,82
"1931","Clinique","Even Better Refresh™ Hydrating and Repairing Foundation","Mocha","WN 115.5",0.494117647058824,"#AE794E",NA,115.5,NA
"1932","Clinique","Stay Matte Oil-Free Makeup","Spice","CN 116",0.470588235294118,"#AC7044",NA,116,NA
"1933","Dose Of Colors","Meet Your Hue Foundation","Light Medium","116",0.686274509803922,"#E4B07A",TRUE,116,103
"1934","Clinique","Beyond Perfecting Foundation + Concealer","Carob","CN 117",0.468627450980392,"#9A6D55",NA,117,NA
"1935","Dose Of Colors","Meet Your Hue Foundation","Light Medium","117",0.666666666666667,"#DFA575",TRUE,117,103
"1936","Clinique","Stay Matte Oil-Free Makeup","Amber","WN 118",0.382352941176471,"#995D2A",NA,118,NA
"1937","Clinique","Beyond Perfecting Foundation + Concealer","Amber","WN 118",0.382352941176471,"#995D2A",NA,118,NA
"1938","Maybelline","Fit Me Matte + Poreless Liquid Foundation","Light Beige","118",0.811764705882353,"#EFCEAF",TRUE,118,104
"1939","Clinique","Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15","Amber","WN 118",0.450980392156863,"#B16A35",NA,118,NA
"1940","Maybelline","Super Stay Full Coverage Foundation","Light Beige","118",0.747058823529412,"#DEC19F",TRUE,118,105
"1941","Dose Of Colors","Meet Your Hue Foundation","Light Medium","118",0.682352941176471,"#E1AF7B",TRUE,118,103
"1942","Dose Of Colors","Meet Your Hue Foundation","Light Medium","119",0.645098039215686,"#DCA96D",TRUE,119,103
"1943","Anastasia Beverly Hills","Luminous Foundation",NA,"120W",0.809803921568627,"#EFD0AE",TRUE,120,91
"1944","KVD Vegan Beauty","Lock-It Powder Foundation","Fair","120",0.727450980392157,"#DEAE95",TRUE,120,108
"1945","KVD Vegan Beauty","Lock-It Powder Foundation Refills","Fair","120",0.735294117647059,"#E0AF97",TRUE,120,109
"1946","Lancôme","Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation","Ivoire","120",0.835294117647059,"#F1D1B9",TRUE,120,120
"1947","Maybelline","Fit Me Matte + Poreless Liquid Foundation","Classic Ivory","120",0.817647058823529,"#EDCAB4",TRUE,120,104
"1948","Maybelline","Super Stay Full Coverage Foundation","Classic Ivory","120",0.743137254901961,"#E0BD9B",TRUE,120,105
"1949","Juvia's Place","I Am Magic Foundation","Chad","120",0.223529411764706,"#4C2C26",FALSE,120,93
"1950","florence by mills","Like a Light Skin Tint",NA,"MT120",0.562745098039216,"#C2865D",TRUE,120,77
"1951","ColourPop","Pretty Fresh Foundation","Medium Dark","120W",0.631372549019608,"#C7A07B",TRUE,120,65
