"","brand","product","name","specific","lightness","hex","lightToDark","numbers","id"
"621","Pacifica","Alight Clean Foundation","Warm Deep","07WD",0.398039215686274,"#9D5F2E",FALSE,7,29
"622","jane iredale","Beyond Matte Liquid Foundation",NA,"M7",0.674509803921569,"#E3A775",TRUE,7,30
"623","Urban Decay Cosmetics","All Nighter Liquid Full Coverage Foundation",NA,"7.0",0.658823529411765,"#CEA182",TRUE,7,15
"624","bareMinerals","BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20","Warm Light","07",0.788235294117647,"#F5C59D",TRUE,7,16
"625","Ofra Cosmetics","Absolute Cover Foundation",NA,"7",0.529411764705882,"#A58B69",TRUE,7,13
"626","bareMinerals","ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20","Golden Ivory","07",0.762745098039216,"#F5C290",TRUE,7,32
"627","LORAC","PRO Soft Focus Longwear Foundation",NA,"07",0.643137254901961,"#D2A176",TRUE,7,33
"628","HOURGLASS","Veil Fluid Makeup","Chestnut","No. 7",0.409803921568627,"#92663F",TRUE,7,2
"629","ILIA","Super Serum Skin Tint SPF 40 Foundation","Diaz","7",0.715686274509804,"#DCAE91",TRUE,7,34
"630","bareMinerals","COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30","Tan","07",0.684313725490196,"#CAA293",TRUE,7,36
"631","bareMinerals","BAREPRO Longwear Powder Foundation ","Warm Light","07",0.788235294117647,"#F6CC9C",TRUE,7,17
"632","PAT McGRATH LABS","Sublime Perfection Foundation","Light","7",0.858823529411765,"#F5D9C1",TRUE,7,37
"633","bareMinerals","BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ","Warm Light","07",0.770588235294118,"#E1C8A8",TRUE,7,18
"634","bareMinerals","Matte Loose Powder Mineral Foundation SPF 15 ","Golden Ivory","07",0.635294117647059,"#D19973",TRUE,7,38
"635","SEPHORA COLLECTION","Make No Mistake Foundation & Concealer Stick","Maple","7",0.715686274509804,"#DFAF8E",TRUE,7,39
"636","Laura Mercier","Smooth Finish Foundation Powder",NA,"7",0.752941176470588,"#FAC186",TRUE,7,40
"637","Kosas","Tinted Face Oil Foundation","Tone","07",0.615686274509804,"#BF997B",TRUE,7,41
"638","TOM FORD","Traceless Soft Matte Foundation","Tawny","7.0",0.664705882352941,"#CEA985",TRUE,7,3
"639","Armani Beauty","Neo Nude Foundation",NA,"7",0.664705882352941,"#DDA776",TRUE,7,4
"640","Armani Beauty","Power Fabric Longwear High Cover Foundation SPF 25",NA,"7",0.641176470588235,"#CC957B",TRUE,7,42
"641","Charlotte Tilbury","Light Wonder Foundation","Medium","7",0.686274509803922,"#D5AB89",TRUE,7,43
"642","bareMinerals","COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ","Tan","07",0.7,"#DDA988",TRUE,7,45
"643","TOM FORD","Traceless Foundation Stick","Tawny","7.0",0.676470588235294,"#DE987B",TRUE,7,5
"644","Charlotte Tilbury","Magic Foundation",NA,"7",0.707843137254902,"#D4AE95",TRUE,7,6
"645","SEPHORA COLLECTION","Matte Perfection Tinted Moisturizer","Linen Sephora Quality Way-Nice Price","7",0.713725490196078,"#D5AE97",TRUE,7,46
"646","Armani Beauty","Luminous Silk Compact Powder Foundation",NA,"7",0.696078431372549,"#D3A990",TRUE,7,61
"647","Armani Beauty","Designer Lift Smoothing Firming Full Coverage Foundation with SPF 20",NA,"7",0.635294117647059,"#D0A274",TRUE,7,62
"648","KEVYN AUCOIN","Foundation Balm","Medium EF","07",0.692156862745098,"#DDAD84",TRUE,7,48
"649","NUDESTIX","Nudies Tinted Blur Stick","Medium","7",0.605882352941176,"#C6866F",TRUE,7,49
"650","Givenchy","Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20",NA,"N07",0.631372549019608,"#CC9F76",TRUE,7,8
"651","SEPHORA COLLECTION","Clean Glowing Skin Foundation",NA,"7",0.762745098039216,"#E5C3A0",TRUE,7,50
"652","KEVYN AUCOIN","The Etherealist Foundation","Medium EF","07",0.676470588235294,"#C9A490",TRUE,7,52
"653","surratt beauty","Surreal Skin Foundation Wand","Surreal Skin","7",0.494117647058824,"#AB7351",TRUE,7,53
"654","bareMinerals","I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set","bareMinerals","07",0.798039215686275,"#F6CEA1",TRUE,7,54
"655","KEVYN AUCOIN","Stripped Nude Skin Tint","ST","07",0.741176470588235,"#EBAC8F",TRUE,7,55
"656","Ofra Cosmetics","Absolute Cover Foundation",NA,"7.15",0.609803921568628,"#C5A472",TRUE,7.15,13
"657","Ofra Cosmetics","Absolute Cover Foundation",NA,"7.2",0.488235294117647,"#AF804A",TRUE,7.2,13
"658","TOM FORD","Traceless Soft Matte Foundation","Sepia","7.2",0.664705882352941,"#CDAB86",TRUE,7.2,3
"659","TOM FORD","Traceless Foundation Stick","Sepia","7.2",0.674509803921569,"#D3A685",TRUE,7.2,5
"660","Ofra Cosmetics","Absolute Cover Foundation",NA,"7.25",0.456862745098039,"#9C774D",TRUE,7.25,13
"661","Armani Beauty","Power Fabric Longwear High Cover Foundation SPF 25",NA,"7.25",0.643137254901961,"#D49A74",TRUE,7.25,42
"662","NUDESTIX","Tinted Cover Foundation","Nude","7.5",0.474509803921569,"#AC7446",TRUE,7.5,22
"663","bareMinerals","BAREPRO Performance Wear Powder Foundation","Shell","7.5",0.745098039215686,"#E6A996",TRUE,7.5,14
"664","bareMinerals","Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25","Dune","7.5",0.605882352941176,"#CD9568",TRUE,7.5,26
"665","Makeup Revolution","Conceal & Define Full Coverage Foundation",NA,"F7.5",0.680392156862745,"#DCA67F",TRUE,7.5,1
"666","Urban Decay Cosmetics","All Nighter Liquid Full Coverage Foundation",NA,"7.5",0.603921568627451,"#C39171",TRUE,7.5,15
"667","bareMinerals","BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20","Shell","7.5",0.745098039215686,"#E6A996",TRUE,7.5,16
"668","Ofra Cosmetics","Absolute Cover Foundation",NA,"7.5",0.456862745098039,"#A07349",TRUE,7.5,13
"669","bareMinerals","COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30","Dune","7.5",0.701960784313725,"#DEAE88",TRUE,7.5,36
"670","bareMinerals","BAREPRO Longwear Powder Foundation ","Shell","7.5",0.782352941176471,"#E9B6A6",TRUE,7.5,17
"671","bareMinerals","BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ","Shell","7.5",0.811764705882353,"#EEC1B0",TRUE,7.5,18
"672","Kosas","Tinted Face Oil Foundation","Tone","7.5",0.468627450980392,"#B1763E",TRUE,7.5,41
"673","TOM FORD","Traceless Soft Matte Foundation","Shell Beige","7.5",0.654901960784314,"#C7A987",TRUE,7.5,3
"674","Armani Beauty","Power Fabric Longwear High Cover Foundation SPF 25",NA,"7.5",0.623529411764706,"#C79A77",TRUE,7.5,42
"675","bareMinerals","COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ","Dune","7.5",0.676470588235294,"#D7AD82",TRUE,7.5,45
"676","TOM FORD","Traceless Foundation Stick","Shell Beige","7.5",0.654901960784314,"#CCA282",TRUE,7.5,5
"677","KEVYN AUCOIN","Foundation Balm","Medium EF","7.5",0.696078431372549,"#DFAB84",TRUE,7.5,48
"678","TOM FORD","Traceless Soft Matte Foundation","Honey","7.7",0.643137254901961,"#C99F7F",TRUE,7.7,3
"679","TOM FORD","Traceless Foundation Stick","Honey","7.7",0.709803921568627,"#E9AB81",TRUE,7.7,5
"680","Urban Decay Cosmetics","All Nighter Liquid Full Coverage Foundation",NA,"7.75",0.629411764705882,"#D09B71",TRUE,7.75,15
"681","Armani Beauty","Power Fabric Longwear High Cover Foundation SPF 25",NA,"7.75",0.662745098039216,"#DA9878",TRUE,7.75,42
"682","Benefit Cosmetics","Hello Happy Air Stick Foundation SPF 20",NA,"Shade 8",0.609803921568628,"#CA986D",TRUE,8,19
"683","Benefit Cosmetics","Hello Happy Flawless Brightening Foundation SPF 15","Tan Warm","Shade 8",0.447058823529412,"#AB6939",TRUE,8,20
"684","Benefit Cosmetics","Hello Happy Velvet Powder Foundation","Tan Warm","Shade 8",0.558823529411765,"#B48E69",TRUE,8,21
"685","KVD Vegan Beauty","True Portrait Medium Coverage Shake Foundation","Light","008",0.766666666666667,"#EAC39D",TRUE,8,57
"686","NUDESTIX","Tinted Cover Foundation","Nude","8",0.401960784313726,"#976136",TRUE,8,22
"687","bareMinerals","Matte Foundation Broad Spectrum SPF 15","Light","08",0.733333333333333,"#F1B885",TRUE,8,23
"688","bareMinerals","ORIGINAL Foundation Broad Spectrum SPF 15","Light","08",0.731372549019608,"#F1B884",TRUE,8,25
"689","bareMinerals","BAREPRO Performance Wear Powder Foundation","Golden Ivory","08",0.776470588235294,"#F4C398",TRUE,8,14
"690","Clinique","Beyond Perfecting Powder Foundation + Concealer","Golden Neutral","08",0.703921568627451,"#E2B185",NA,8,NA
"691","bareMinerals","Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25","Spice","08",0.666666666666667,"#E2A272",TRUE,8,26
"692","Makeup Revolution","Conceal & Define Full Coverage Foundation",NA,"F8",0.774509803921569,"#FDBE8E",TRUE,8,1
"693","jane iredale","Beyond Matte Liquid Foundation",NA,"M8",0.603921568627451,"#D7995D",TRUE,8,30
"694","Clinique","Stay Matte Oil-Free Makeup","Linen","CN 08",0.884313725490196,"#F4DFCF",NA,8,NA
"695","Clinique","Beyond Perfecting Foundation + Concealer","Linen","CN 08",0.884313725490196,"#F4DFCF",NA,8,NA
"696","Juice Beauty","PHYTO-PIGMENTS Flawless Serum Foundation","Cream","08",0.82156862745098,"#EDCDB6",TRUE,8,71
"697","Urban Decay Cosmetics","All Nighter Liquid Full Coverage Foundation",NA,"8.0",0.57843137254902,"#C38864",TRUE,8,15
"698","bareMinerals","BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20","Golden Ivory","08",0.776470588235294,"#F4C398",TRUE,8,16
"699","Ofra Cosmetics","Absolute Cover Foundation",NA,"8",0.443137254901961,"#9A6E48",TRUE,8,13
"700","bareMinerals","ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20","Light","08",0.731372549019608,"#F5B780",TRUE,8,32
"701","LORAC","PRO Soft Focus Longwear Foundation",NA,"08",0.609803921568628,"#C79A70",TRUE,8,33
"702","HOURGLASS","Veil Fluid Makeup","Walnut","No. 8",0.33921568627451,"#754A38",TRUE,8,2
"703","Catrice","HD Liquid Coverage Foundation","Fair Beige","008",0.688235294117647,"#D4B28B",TRUE,8,59
"704","ILIA","Super Serum Skin Tint SPF 40 Foundation","Shela","8",0.701960784313725,"#DFAB87",TRUE,8,34
"705","bareMinerals","COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30","Spice","08",0.656862745098039,"#CB9D84",TRUE,8,36
"706","SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","Light Ivory","8",0.731372549019608,"#D9B19C",TRUE,8,66
"707","SEPHORA COLLECTION","Matte Perfection Powder Foundation","Fair Neutral","08",0.735294117647059,"#D3B4A4",TRUE,8,60
"708","bareMinerals","BAREPRO Longwear Powder Foundation ","Golden Ivory","08",0.788235294117647,"#F4CD9E",TRUE,8,17
"709","PAT McGRATH LABS","Sublime Perfection Foundation","Light Medium","8",0.809803921568627,"#EFC9AE",TRUE,8,37
"710","bareMinerals","BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ","Golden Ivory","08",0.745098039215686,"#DCC5A0",TRUE,8,18
"711","bareMinerals","Matte Loose Powder Mineral Foundation SPF 15 ","Light","08",0.656862745098039,"#CAAD85",TRUE,8,38
"712","SEPHORA COLLECTION","Make No Mistake Foundation & Concealer Stick","Bamboo","8",0.705882352941177,"#DDA78B",TRUE,8,39
"713","Laura Mercier","Smooth Finish Foundation Powder",NA,"8",0.756862745098039,"#FDC185",TRUE,8,40
"714","Kosas","Tinted Face Oil Foundation","Tone","08",0.43921568627451,"#92634E",TRUE,8,41
"715","Armani Beauty","Neo Nude Foundation",NA,"8",0.633333333333333,"#CCA077",TRUE,8,4
"716","Armani Beauty","Power Fabric Longwear High Cover Foundation SPF 25",NA,"8",0.62156862745098,"#C89475",TRUE,8,42
"717","Charlotte Tilbury","Light Wonder Foundation","Medium","8",0.682352941176471,"#D0A78C",TRUE,8,43
"718","Lancôme","SKIN FEELS GOOD Skin Nourishing Foundation",NA,"08N",0.629411764705882,"#C4927D",TRUE,8,44
"719","bareMinerals","COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ","Spice","08",0.719607843137255,"#E3B38C",TRUE,8,45
"720","Charlotte Tilbury","Magic Foundation",NA,"8",0.684313725490196,"#CFA68E",TRUE,8,6
"721","SEPHORA COLLECTION","Matte Perfection Tinted Moisturizer","Canvas Sephora Quality Way-Nice Price","8",0.680392156862745,"#CFA38C",TRUE,8,46
"722","Bobbi Brown","Skin Weightless Powder Foundation","Walnut","8",0.582352941176471,"#D18258",TRUE,8,7
"723","KEVYN AUCOIN","Foundation Balm","Medium EF","08",0.666666666666667,"#D9A77B",TRUE,8,48
"724","NUDESTIX","Nudies Tinted Blur Stick","Deep","8",0.6,"#C4836E",TRUE,8,49
"725","Givenchy","Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20",NA,"N08",0.62156862745098,"#C99C74",TRUE,8,8
"726","KEVYN AUCOIN","The Etherealist Foundation","Medium EF","08",0.668627450980392,"#C8A88D",TRUE,8,52
"727","surratt beauty","Surreal Skin Foundation Wand","Surreal Skin","8",0.515686274509804,"#AF7F58",TRUE,8,53
"728","bareMinerals","I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set","bareMinerals","08",0.656862745098039,"#CAAD85",TRUE,8,54
"729","KEVYN AUCOIN","Stripped Nude Skin Tint","ST","08",0.666666666666667,"#D6A27E",TRUE,8,55
"730","SEPHORA COLLECTION","Best Skin Ever Liquid Foundation","Y","08",0.747058823529412,"#EDC390",TRUE,8,69
"731","Makeup Revolution","Conceal & Define Full Coverage Foundation",NA,"F8.2",0.631372549019608,"#CD9E75",TRUE,8.2,1
"732","Kosas","Tinted Face Oil Foundation","Tone","8.2",0.392156862745098,"#A06728",TRUE,8.2,41
"733","TOM FORD","Traceless Soft Matte Foundation","Warm Honey","8.2",0.631372549019608,"#C69C7C",TRUE,8.2,3
"734","TOM FORD","Traceless Foundation Stick","Warm Honey","8.2",0.476470588235294,"#A26C51",TRUE,8.2,5
"735","Makeup Revolution","Conceal & Define Satte Matte Powder Foundation",NA,"P8.5",0.898039215686275,"#F7E5D3",TRUE,8.5,11
"736","bareMinerals","Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25","Terra","8.5",0.509803921568627,"#B17953",TRUE,8.5,26
"737","Makeup Revolution","Conceal & Define Full Coverage Foundation",NA,"F8.5",0.819607843137255,"#F1DBB1",TRUE,8.5,1
"738","Ofra Cosmetics","Absolute Cover Foundation",NA,"8.5",0.382352941176471,"#7C6047",TRUE,8.5,13
"739","bareMinerals","COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30","Terra","8.5",0.676470588235294,"#D9A480",TRUE,8.5,36
"740","Armani Beauty","Neo Nude Foundation",NA,"8.5",0.603921568627451,"#C5946F",TRUE,8.5,4
"741","bareMinerals","COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ","Terra","8.5",0.645098039215686,"#C7A482",TRUE,8.5,45
"742","Charlotte Tilbury","Magic Foundation",NA,"8.5",0.63921568627451,"#D39A73",TRUE,8.5,6
"743","Kosas","Tinted Face Oil Foundation","Tone","8.7",0.356862745098039,"#98591E",TRUE,8.7,41
"744","TOM FORD","Traceless Soft Matte Foundation","Golden Almond","8.7",0.637254901960784,"#C9A27C",TRUE,8.7,3
"745","TOM FORD","Traceless Foundation Stick","Golden Almond","8.7",0.66078431372549,"#D2A57F",TRUE,8.7,5
"746","Urban Decay Cosmetics","All Nighter Liquid Full Coverage Foundation",NA,"8.75",0.586274509803922,"#C89163",TRUE,8.75,15
"747","Armani Beauty","Neo Nude Foundation",NA,"8.75",0.617647058823529,"#D19A6A",TRUE,8.75,4
"748","Armani Beauty","Power Fabric Longwear High Cover Foundation SPF 25",NA,"8.75",0.631372549019608,"#CD9075",TRUE,8.75,42
"749","Benefit Cosmetics","Hello Happy Air Stick Foundation SPF 20",NA,"Shade 9",0.52156862745098,"#B87B52",TRUE,9,19
"750","Benefit Cosmetics","Hello Happy Flawless Brightening Foundation SPF 15","Deep Neutral","Shade 9",0.380392156862745,"#8D5D35",TRUE,9,20
"751","Benefit Cosmetics","Hello Happy Velvet Powder Foundation","Deep Neutral","Shade 9",0.494117647058824,"#B78145",TRUE,9,21
"752","NUDESTIX","Tinted Cover Foundation","Nude","9",0.356862745098039,"#8B542B",TRUE,9,22
"753","bareMinerals","Matte Foundation Broad Spectrum SPF 15","Light Beige","09",0.786274509803922,"#F1C5A0",TRUE,9,23
"754","Makeup Revolution","Fast Base Stick Foundation",NA,"F9",0.684313725490196,"#D8AD85",TRUE,9,24
"755","bareMinerals","ORIGINAL Foundation Broad Spectrum SPF 15","Light Beige","09",0.786274509803922,"#F1C5A0",TRUE,9,25
"756","bareMinerals","BAREPRO Performance Wear Powder Foundation","Light Natural","09",0.698039215686274,"#DCAC88",TRUE,9,14
"757","Clinique","Beyond Perfecting Powder Foundation + Concealer","Neutral","09",0.696078431372549,"#DDAB86",NA,9,NA
"758","bareMinerals","Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25","Chestnut","09",0.437254901960784,"#996A46",TRUE,9,26
"759","Makeup Revolution","Conceal & Define Full Coverage Foundation",NA,"F9",0.849019607843137,"#FED8B3",TRUE,9,1
"760","jane iredale","Beyond Matte Liquid Foundation",NA,"M9",0.603921568627451,"#D49660",TRUE,9,30
"761","Urban Decay Cosmetics","All Nighter Liquid Full Coverage Foundation",NA,"9.0",0.5,"#AC7453",TRUE,9,15
"762","bareMinerals","BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20","Light Natural","09",0.698039215686274,"#DCAC88",TRUE,9,16
"763","Ofra Cosmetics","Absolute Cover Foundation",NA,"9",0.42156862745098,"#8D6B4A",TRUE,9,13
"764","bareMinerals","ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20","Light Beige","09",0.807843137254902,"#FCC6A0",TRUE,9,32
"765","LORAC","PRO Soft Focus Longwear Foundation",NA,"09",0.617647058823529,"#D8A563",TRUE,9,33
"766","ILIA","Super Serum Skin Tint SPF 40 Foundation","Paloma","9",0.701960784313725,"#DFAB87",TRUE,9,34
"767","bareMinerals","COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30","Chestnut","09",0.625490196078431,"#C5937A",TRUE,9,36
"768","bareMinerals","BAREPRO Longwear Powder Foundation ","Natural Light","09",0.8,"#F6CCA2",TRUE,9,17
"769","PAT McGRATH LABS","Sublime Perfection Foundation","Light Medium","9",0.813725490196078,"#F1C3AE",TRUE,9,37
"770","bareMinerals","BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ","Light Natural","09",0.786274509803922,"#EEC8A3",TRUE,9,18
"771","bareMinerals","Matte Loose Powder Mineral Foundation SPF 15 ","Light Beige","09",0.698039215686274,"#D1A593",TRUE,9,38
"772","SEPHORA COLLECTION","Make No Mistake Foundation & Concealer Stick","Sandalwood","9",0.613725490196078,"#C69073",TRUE,9,39
"773","Laura Mercier","Smooth Finish Foundation Powder",NA,"9",0.643137254901961,"#DB9D6D",TRUE,9,40
"774","Kosas","Tinted Face Oil Foundation","Tone","09",0.411764705882353,"#855E4D",TRUE,9,41
"775","Armani Beauty","Neo Nude Foundation",NA,"9",0.629411764705882,"#D19B70",TRUE,9,4
"776","Armani Beauty","Power Fabric Longwear High Cover Foundation SPF 25",NA,"9",0.580392156862745,"#B98B6F",TRUE,9,42
"777","Charlotte Tilbury","Light Wonder Foundation","Dark","9",0.674509803921569,"#D5A483",TRUE,9,43
"778","Lancôme","SKIN FEELS GOOD Skin Nourishing Foundation",NA,"009N",0.86078431372549,"#EDDCCA",TRUE,9,44
"779","bareMinerals","COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ","Chestnut","09",0.541176470588235,"#AD8667",TRUE,9,45
"780","Charlotte Tilbury","Magic Foundation",NA,"9",0.672549019607843,"#CCA28B",TRUE,9,6
"781","SEPHORA COLLECTION","Matte Perfection Tinted Moisturizer","Chiffon Sephora Quality Way-Nice Price","9",0.66078431372549,"#D09B81",TRUE,9,46
"782","Armani Beauty","Luminous Silk Compact Powder Foundation",NA,"9",0.607843137254902,"#C38D73",TRUE,9,61
"783","KEVYN AUCOIN","Foundation Balm","Medium EF","09",0.658823529411765,"#D2A37E",TRUE,9,48
"784","NUDESTIX","Nudies Tinted Blur Stick","Deep","9",0.523529411764706,"#B26F59",TRUE,9,49
"785","Givenchy","Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20",NA,"N09",0.56078431372549,"#D18A4D",TRUE,9,8
"786","SEPHORA COLLECTION","Clean Glowing Skin Foundation",NA,"9",0.758823529411765,"#E3B3A0",TRUE,9,50
"787","KEVYN AUCOIN","The Etherealist Foundation","Medium EF","09",0.658823529411765,"#C79D89",TRUE,9,52
"788","surratt beauty","Surreal Skin Foundation Wand","Surreal Skin","9",0.511764705882353,"#B17D54",TRUE,9,53
"789","bareMinerals","I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set","bareMinerals","09",0.698039215686274,"#D1A593",TRUE,9,54
"790","KEVYN AUCOIN","Stripped Nude Skin Tint","ST","09",0.527450980392157,"#B3755A",TRUE,9,55
"791","Armani Beauty","Maestro Fusion Makeup SPF 15 Liquid Foundation",NA,"9",0.633333333333333,"#D3A170",TRUE,9,64
"792","Makeup Revolution","Conceal & Define Full Coverage Foundation",NA,"F9.2",0.5,"#AE7651",TRUE,9.2,1
"793","Makeup Revolution","Conceal & Define Satte Matte Powder Foundation",NA,"P9.5",0.774509803921569,"#F2C599",TRUE,9.5,11
"794","bareMinerals","BAREPRO Performance Wear Powder Foundation","Flax","9.5",0.717647058823529,"#D9AC95",TRUE,9.5,14
"795","Makeup Revolution","Conceal & Define Full Coverage Foundation",NA,"F9.5",0.537254901960784,"#C48B4E",TRUE,9.5,1
"796","bareMinerals","BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20","Flax","9.5",0.717647058823529,"#D9AC95",TRUE,9.5,16
"797","bareMinerals","BAREPRO Longwear Powder Foundation ","Flax","9.5",0.758823529411765,"#DEB8A5",TRUE,9.5,17
"798","bareMinerals","BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ","Flax","9.5",0.792156862745098,"#E4C2B0",TRUE,9.5,18
"799","Kosas","Tinted Face Oil Foundation","Tone","9.5",0.370588235294118,"#8C4C31",TRUE,9.5,41
"800","TOM FORD","Traceless Soft Matte Foundation","Warm Almond","9.5",0.503921568627451,"#B17750",TRUE,9.5,3
"801","TOM FORD","Traceless Foundation Stick","Warm Almond","9.5",0.494117647058824,"#B16E4B",TRUE,9.5,5
"802","Charlotte Tilbury","Magic Foundation",NA,"9.5",0.643137254901961,"#C49B84",TRUE,9.5,6
"803","TOM FORD","Traceless Soft Matte Foundation","Cool Dusk","9.7",0.503921568627451,"#AB7856",TRUE,9.7,3
"804","TOM FORD","Traceless Foundation Stick","Cool Dusk","9.7",0.352941176470588,"#815633",TRUE,9.7,5
"805","Urban Decay Cosmetics","All Nighter Liquid Full Coverage Foundation",NA,"9.75",0.503921568627451,"#B27B4F",TRUE,9.75,15
"806","Benefit Cosmetics","Hello Happy Air Stick Foundation SPF 20",NA,"Shade 10",0.470588235294118,"#AC6C44",TRUE,10,19
"807","Benefit Cosmetics","Hello Happy Flawless Brightening Foundation SPF 15","Deep Warm","Shade 10",0.358823529411765,"#914D26",TRUE,10,20
"808","Benefit Cosmetics","Hello Happy Velvet Powder Foundation","Deep Warm","Shade 10",0.419607843137255,"#946542",TRUE,10,21
"809","It Cosmetics","Your Skin But Better Foundation + Skincare","Fair Warm","10",0.901960784313726,"#FAE6D2",TRUE,10,75
"810","KVD Vegan Beauty","True Portrait Medium Coverage Shake Foundation","Light","010",0.735294117647059,"#DFB398",TRUE,10,57
"811","NUDESTIX","Tinted Cover Foundation","Nude","10",0.33921568627451,"#824E2B",TRUE,10,22
"812","Urban Decay Cosmetics","Hydromaniac Glowy Tinted Hydrator Foundation",NA,"10",0.82156862745098,"#ECCCB7",TRUE,10,76
"813","Catrice","True Skin Hydrating Foundation","Cool Cashmere","010",0.690196078431373,"#DEA682",TRUE,10,58
"814","bareMinerals","Matte Foundation Broad Spectrum SPF 15","Medium","10",0.745098039215686,"#E2AF9A",TRUE,10,23
"815","Makeup Revolution","Conceal & Define Satte Matte Powder Foundation",NA,"P10",0.701960784313725,"#E2B284",TRUE,10,11
"816","bareMinerals","ORIGINAL Foundation Broad Spectrum SPF 15","Medium","10",0.745098039215686,"#E2AF9A",TRUE,10,25
"817","bareMinerals","BAREPRO Performance Wear Powder Foundation","Cool Beige","10",0.676470588235294,"#D8A381",TRUE,10,14
"818","bareMinerals","Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25","Sienna","10",0.356862745098039,"#844D32",TRUE,10,26
"819","Makeup Revolution","Conceal & Hydrate Foundation",NA,"F10",0.680392156862745,"#D8A883",TRUE,10,27
"820","Makeup Revolution","Conceal & Define Full Coverage Foundation",NA,"F10",0.680392156862745,"#E0AC7B",TRUE,10,1
"821","jane iredale","Beyond Matte Liquid Foundation",NA,"M10",0.6,"#D3925F",TRUE,10,30
"822","Clinique","Superbalanced Makeup","Alabaster","10",0.968627450980392,"#F9F7F5",NA,10,NA
"823","Clinique","Stay Matte Oil-Free Makeup","Alabaster","CN 10",0.813725490196078,"#F1C9AE",NA,10,NA
"824","Clinique","Beyond Perfecting Foundation + Concealer","Alabaster","CN 10",0.813725490196078,"#F1C9AE",NA,10,NA
"825","Juice Beauty","PHYTO-PIGMENTS Flawless Serum Foundation","Naked Beige","10",0.672549019607843,"#D0A787",TRUE,10,71
"826","Urban Decay Cosmetics","All Nighter Liquid Full Coverage Foundation",NA,"10.0",0.462745098039216,"#A36849",TRUE,10,15
"827","bareMinerals","BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20","Cool Beige","10",0.676470588235294,"#D8A381",TRUE,10,16
"828","Clinique","Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15","Alabaster","CN 10",0.67843137254902,"#DBA67F",NA,10,NA
"829","Ofra Cosmetics","Absolute Cover Foundation",NA,"10",0.315686274509804,"#614C40",TRUE,10,13
"830","florence by mills","Like a Light Skin Tint",NA,"F010",0.827450980392157,"#F8CBAE",TRUE,10,77
"831","bareMinerals","ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20","Medium","10",0.772549019607843,"#F3B997",TRUE,10,32
"832","LORAC","PRO Soft Focus Longwear Foundation",NA,"10",0.623529411764706,"#C99E75",TRUE,10,33
"833","ColourPop","Pretty Fresh Foundation","Fair","10N",0.886274509803922,"#F0DFD4",TRUE,10,65
"834","ZOEVA","Authentik Skin Natural Luminous Foundation","Aglow","010N",0.903921568627451,"#F3E6DA",TRUE,10,78
"835","Catrice","HD Liquid Coverage Foundation","Light Beige","010",0.872549019607843,"#EDDFD0",TRUE,10,59
"836","Essence","Pretty Natural Hydrating Foundation","Cool Porcelain","10",0.680392156862745,"#D5AB86",TRUE,10,79
